Date,Geography,Heavy Trucks - Class 8,Heavy Trucks - Class 5-7,Automotive,Zinc,Heating Oil Spot,Baltic Dry Index,Iron Ore,Soybeans,Copper Warehouse Stock Vol.,Industrial Metals Spot Price,Corn,Brent Spot,Steel,Copper,Agricultural Spot Price Index,U.S. NatGas Spot,WTI Spot,Nickel Warehouse Stock Vol.,Nickel,Zinc Warehouse Stock Vol.,Wheat,Grains,U.S. Gasoline Spot,Industrial Production,Business Confidence,Consumer Confidence,Equity Markets,Exports,Housing Starts,Retail Sales,Unemployment Rates,GDP,Aerospace,Agriculture Machinery,HVAC,Industrial Machinery,Machine Tools,Medical Equipment,Mining & Construction Machinery,Oil/Gas Extraction,Power Gen,Purchasing Managers,Producer Price,Semiconductors/Electronics
2/1/2015,North America,26578,19562,1443086,2328.2,285.167619,1147,86.2,10.9425,144453.75,371.96,3.59,103.4990476,3630,7005.725,322.0034857,3.8833333,96.5361905,322187.4,18655.75,711856.25,383.34,359.79,265.79,0.032413,100.7653709,93.4151785,1961.5315,137.85,984,391.304,0.061,3.1035398,108.8877,101.2686,95.3669,96.0652,102.0575,94.957,85.75713,128.5011,94.5437,57.9,119.592631,720000000
3/1/2015,North America,26578,19562,1489168,2297.431818,274.5128571,1063,80.8,8.9825,154234.0909,350.07,2.84,98.9138095,3647.142857,6871.318182,302.7938857,3.9171429,93.2119048,337716.2727,18078.40909,748584.0909,326.54,313.51,258.73,0.03164,100.7807247,89.0421025,1993.226129,135.019,1023,389.778,0.059,3.1035398,109.745,83.461,95.8944,97.0003,102.5583,96.5197,83.57526,129.8303,95.9944,55.9,119.283626,720000000
4/1/2015,North America,25634,19185,1620338,2275.782609,253.25,1428,77.5,10.39,155434.7826,356.04,3.39,88.7221739,3501.304348,6748.913044,308.7035174,3.7747826,84.3969565,372263.2174,15847.6087,724993.4783,360.64,357.43,208.03,0.032699,100.7985909,94.0503979,1937.27513,136.713,1074,390.348,0.057,2.903157,110.4978,95.3441,100.4096,96.9526,102.8376,96.9737,86.714895,130.822,95.2293,57.4,119.31044,610000000
5/1/2015,North America,25634,19185,1375704,2258.95,240.8884211,1153,70.4,10.385,161246.25,344.3,3.53,80.7655,3217.368421,6715.725,318.9554684,4.0938421,75.7894737,391800.9,15819.75,684862.5,391.2,370.03,165.13,0.037033,100.7058472,91.0331111,2044.572739,134.578,1001,391.679,0.058,2.903157,110.7764,101.1197,101.636,98.3625,102.338,99.162,88.50966,130.0715,97.6268,57.6,118.922236,610000000
6/1/2015,North America,25634,19185,1240725,2181.763158,200.9363636,782,69.3,10.1425,168603.5714,329.15,3.68,64.2177273,3174.545455,6451.473684,329.6764182,3.4031818,59.2904545,407622.5714,16078.42105,682690.4762,395.75,375.18,129.09,0.033778,100.4550978,93.0628822,2054.265522,133.591,1073,388.421,0.056,2.903157,110.8685,85.6632,98.6232,100.0995,102.5668,98.9786,85.46518,133.5039,95.1397,54.9,117.181394,610000000
7/1/2015,North America,26465,19330,1316737,2118.690476,167.2075,608,64.2,9.515,208265.4762,310.98,3.45,50.0842857,3236,5832.333333,313.045195,2.9735,47.219,419187.4286,14837.14286,659807.1429,338.11,338.71,144.88,0.031772,100.1993925,103.7996001,2028.179379,129.459,1085,385.466,0.057,3.7701733,109.7387,90.983,105.9415,99.0782,103.025,99.5394,81.54285,133.154,89.5773,54.3,115.195444,490000000
8/1/2015,North America,26465,19330,1355587,2103.95,194.1768421,540,64.2,10.2525,287036.25,312.96,3.63,58.2121053,2500,5724.125,307.0356105,2.8473684,50.5842105,425617.8,14578.75,595925,343.55,354.96,178.54,0.017754,99.997298,98.824515,2082.197056,127.212,886,384.793,0.055,3.7701733,111.5185,86.2952,103.7231,98.4887,102.195,96.9229,78.820735,134.291,93.7226,53.5,115.810473,490000000
9/1/2015,North America,26465,19330,1592433,2031.340909,178.1377273,602,54.8,9.6325,330348.8636,312.83,3.54,57.2518182,2259.090909,5941.477273,297.79875,2.8009091,47.8236364,431802.2727,13800.68182,534818.1818,345.31,344.63,158.5,0.005574,99.8587268,101.4412601,2079.990507,127.035,960,390.948,0.054,3.7701733,111.6557,81.3157,97.045,98.1277,101.5818,97.1971,78.44112,134.6823,96.0408,52.3,116.100078,490000000
10/1/2015,North America,29559,19902,1499275,2211.325,184.0209524,591,57.9,9.695,335831.25,337.95,3.45,59.5128571,2250,6046.425,295.9628238,2.5809524,54.4528571,434615.7,12869.75,495076.25,317.49,331.02,187.76,-0.001045,99.8211059,94.3156229,2094.862983,128.489,1190,390.986,0.054,3.1265667,110.607,80.9184,101.7985,98.3911,101.1131,97.3061,74.969565,135.6711,93.0172,51.5,115.164158,516666667
11/1/2015,North America,29559,19902,1482753,2285.894737,196.18,589,61.1,9.3,335190.7895,311.93,3.35,64.0961905,2290,6303.289474,288.811485,2.839,59.265,448616.5263,13565,454203.9474,319.08,322.87,194.9,-0.009464,99.878072,94.6,2111.941774,126.975,1079,394.518,0.056,3.1265667,109.7998,81.4483,100.9474,97.87,100.7316,95.8049,73.490235,134.5918,93.0634,52.8,116.523977,516666667
12/1/2015,North America,29559,19902,1552123,2089.136364,188.9109091,800,61.5,10.5125,315145.4545,297.51,3.93,61.4777273,2463.636364,5840.931818,293.4706955,2.7695455,59.8195455,463235.4545,12807.72727,458485.2273,407.75,389.35,198.82,-0.015826,99.8701788,99.8,2099.283113,126.296,1205,395.115,0.053,3.1265667,108.6176,79.6275,91.6522,97.219,102.3235,100.721,71.388065,134.6157,90.0774,53,117.043471,516666667
1/1/2016,North America,27698,20486,1308462,2003.021739,168.2636364,1131,54.9,9.9075,335510.8696,277.64,3.46,56.5613043,2422.727273,5456.543478,307.233,2.8304545,50.9009091,455404.6957,11393.69565,453297.8261,330.29,334.22,174.95,-0.010136,99.7427455,91,2094.14409,126.162,1146,397.72,0.052,2.3518177,107.8251,74.114,98.4892,97.4722,100.4574,97.8607,70.903335,134.7636,89.9356,51.7,116.698357,393333333
2/1/2016,North America,27698,20486,1532394,1817.05,152.9385714,903,56.3,8.765,354830,273.5,3.41,46.5842857,2228.571429,5124.55,285.2524857,2.7630476,42.867619,455817.3,10437,476003.75,322.04,327.78,151.66,-0.008066,99.5537499,101.3,2039.867137,123.282,1130,397.585,0.051,2.3518177,107.2173,80.7717,103.7693,97.9998,100.2109,99.4704,68.27913,134.5316,87.3688,51,116.46439,393333333
3/1/2016,North America,27698,20486,1526842,1724.727273,154.037619,900,57.2,8.845,339748.8636,269.28,3.63,47.6231818,2114.285714,5221.318182,282.8030333,2.6447619,45.4795238,451953.5455,9936.136364,578895.4545,338.75,338.69,141.67,-0.016077,99.34941,102.6,1944.4023,124.579,1224,396.353,0.05,2.3518177,105.9835,73.4596,100.5117,98.7093,99.4739,98.1763,66.05313,135.0857,86.9352,50.1,115.23877,393333333
4/1/2016,North America,24157,20049,1639962,1728.022727,150.1022727,721,50.6,8.8625,293815.9091,262.52,3.63,48.43,1713.636364,5222.318182,292.8741227,2.315,46.2245455,438440.7273,10336.81818,582811.3636,342.76,337.79,134.76,-0.021425,99.164291,99.1,2024.813082,122.948,1058,394.715,0.05,1.765048,105.2051,66.7713,101.6008,97.1853,99.5939,98.5757,62.107955,133.6251,86.8442,49.6,115.336756,306666667
5/1/2016,North America,24157,20049,1451862,1583.595238,142.658,584,43.3,8.785,256936.9048,244.84,3.54,44.267619,1360,4802.404762,288.804395,2.07165,42.4435,417453.7143,9269.047619,557548.8095,315.06,323.55,120.14,-0.033387,99.0157695,92.6,2080.615506,120.833,1172,396.257,0.051,1.765048,104.023,61.1868,96.6245,96.2825,99.1501,98.7471,61.85122,131.6077,84.5658,48.7,115.415479,306666667
6/1/2016,North America,24157,20049,1236959,1527.642857,118.0481818,478,43.4,8.6725,234832.1429,253.08,3.45,38.0054545,1300,4643.190476,287.8528773,1.9156364,37.1886364,420962.2857,8733.52381,502859.5238,311.57,316.18,118.47,-0.037014,98.9632262,96.3,2054.07915,120.058,1146,397.123,0.05,1.765048,103.3049,58.1368,94.9145,94.7656,99.4179,98.1497,60.488985,132.7025,82.4579,47.9,114.620397,306666667
7/1/2016,North America,21332,22737,1368650,1518.075,100.2831579,317,41.4,8.7925,237028.75,249.19,3.63,30.6995,1468.421053,4473.1,280.4561474,2.2752632,31.6831579,443430.9,8510.3,464333.75,316.99,324.31,107.23,-0.023755,99.0466911,97.8,1918.598094,117.202,1103,395.21,0.049,1.6175672,101.5165,59.6867,98.2001,92.6705,97.3172,99.9589,54.669755,132.5283,81.4995,48.6,114.217263,336666667
8/1/2016,North America,21332,22737,1534509,1708.880952,104.451,329,46.4,8.51,217494.0476,257.88,3.43,32.1815,1500,4598.952381,276.973605,1.9565,30.323,440166.8571,8316.904762,478327.381,301.19,311.39,106.32,-0.025589,99.2554369,94,1904.418678,119.502,1203,398.293,0.049,1.6175672,101.0797,61.9235,94.4355,91.6869,95.9388,99.6158,55.149755,131.6008,80.0701,49.7,113.547817,336666667
9/1/2016,North America,21332,22737,1552113,1802.285714,119.3495455,429,53.2,9.0825,167831.25,258.04,3.38,38.2104545,1802.272727,4951.214286,283.8222273,1.7009545,37.5463636,432017.4,8739.285714,453888.75,314.44,319.02,127.42,-0.030568,99.4864888,96.1,2021.954106,117.833,1114,397.196,0.05,1.6175672,100.4325,59.6299,95.8894,91.0525,95.5445,99.6331,56.60147,130.8875,76.8436,51.7,113.537761,336666667
10/1/2016,North America,21100,21239,1518447,1854.190476,124.9595238,703,65.8,10.175,146873.8095,276.76,3.73,41.5833333,2214.285714,4868.02381,292.6437619,1.9033333,40.7552381,425091.7143,8875,418892.8571,322.78,346.45,147.07,-0.025346,99.6087181,94.7,2075.535439,119.334,1158,398.813,0.05,1.336297,99.3525,57.3286,94.2058,92.8239,95.6701,98.9141,55.36348,128.9798,78.0854,50.7,113.507783,400000000
11/1/2016,North America,21100,21239,1462427,1872.9,142.0671429,612,47.2,10.66,157081.25,257.42,3.86,46.742381,2461.904762,4701.375,303.5147714,1.9238095,46.712381,408677.1,8702.5,390025,305.95,348.88,151.96,-0.023776,99.7145057,92.4,2065.550803,118.953,1131,400.435,0.048,1.336297,100.6804,56.1625,90.7116,93.7197,96.1765,99.7773,54.838485,129.3395,76.0829,51,114.331277,400000000
12/1/2016,North America,21100,21239,1618511,2022.386364,150.0872727,660,53.6,11.675,191154.5455,272.48,3.42,48.2472727,2336.363636,4640.818182,323.3900227,2.5654545,48.7577273,389538.2727,8908.613636,396085.2273,292.62,337.38,143.26,-0.01606,99.7876362,97.4,2083.890539,119.851,1200,404.859,0.049,1.336297,99.4833,59.3753,97.3829,96.2246,95.9141,99.2536,54.90487,128.7911,78.9375,52.8,115.054297,400000000
1/1/2017,North America,17948,18364,1191445,2183,138.672,656,58.3,10.25,219146.4286,278.29,3.18,45.3357143,2220,4861.285714,297.48173,2.788,44.69,376704.2857,10238.04762,438534.5238,270.73,305.14,130.72,-0.018581,99.7024487,96.7,2148.901411,120.35,1245,404.315,0.048,1.5620474,99.5441,58.618,99.0123,96.8771,97.2422,100.1385,56.675065,128.0676,81.1149,52.3,114.680561,350000000
2/1/2017,North America,17948,18364,1691639,2280.363636,141.5386957,711,57.3,9.48,225034.0909,269.61,2.85,46.8204348,2200,4758.659091,291.4827435,2.7913043,44.8178261,371677.9091,10363.70455,447902.2727,258.71,288.8,137.84,-0.018715,99.5494709,101.8,2177.481419,122.973,1155,404.345,0.049,1.5620474,100.3215,51.9967,99.5067,96.2999,97.5268,97.3812,53.23593,127.2585,79.1264,49.4,114.493512,350000000
3/1/2017,North America,17948,18364,1541281,2291.068182,143.2742857,875,57.77,9.39,347767.0455,283.78,3.09,47.6580952,2047.619048,4718.431818,292.0995476,2.9695238,45.2457143,365939.7273,10182.20455,445719.3182,268.36,300.58,147.81,-0.014012,99.5946812,103.5,2157.690926,123.913,1072,406.628,0.05,1.5620474,99.8943,58.2569,96.821,95.6139,97.47,99.4415,48.880605,125.4367,76.2494,51.7,115.138665,350000000
4/1/2017,North America,15855,18271,1586930,2315.738095,156.77,857,62.38,9.8475,347471.4286,287.54,3.3,51.3842857,1838.095238,4736.190476,300.1972381,2.9480952,49.9304762,361644.8571,10270.47619,453680.9524,275.92,314.7,139.45,-0.008672,99.760882,100.8,2143.020616,123.308,1321,407.991,0.049,2.0759966,100.89,60.0781,98.1593,94.5664,96.7455,97.4786,49.70643,127.3492,80.7056,52,116.158677,413333333
5/1/2017,North America,15855,18271,1498589,2587.681818,146.6047619,1204,79.14,10.1225,267011.3636,317.83,3.2,47.1209091,1990.476191,5446.068182,299.4203571,2.5137619,45.7933333,365342.1818,11152.5,446310.2273,268.1,311.5,142.96,-0.003025,100.0232303,109.4,2164.986631,121.781,1150,406.761,0.047,2.0759966,101.3821,56.1418,95.7285,98.1506,94.8462,96.6075,50.64294,127.2299,80.5805,53.5,116.01968,413333333
6/1/2017,North America,15855,18271,1272144,2671.025,166.2752381,961,78.06,9.865,282747.5,300.9,3.38,54.9447619,2335.714286,5666.7,291.6890095,3.5819048,52.2133333,369980.7,11014.25,434117.5,271.96,311.59,170.09,0.009914,100.3269868,113.3,2246.629113,126.459,1267,412.753,0.047,2.0759966,101.0006,60.4754,95.0628,99.0357,95.4917,96.5445,53.51209,127.0879,81.0459,54.5,116.900545,413333333
7/1/2017,North America,16974,22509,1402552,2715.071429,164.485,800,83.44,10.03,281642.8571,326.57,3.42,55.4195,2730,5746.976191,302.551115,3.2605,52.646,374047.4286,9996.904762,416942.8571,280.17,319.18,155.86,0.002749,100.5980066,111.6,2275.115785,127.421,1206,416.6,0.047,2.1700096,100.7053,56.1243,104.5449,101.9328,97.9911,97.1372,54.6271,128.189,82.8484,55.6,117.532722,423333333
8/1/2017,North America,16974,22509,1453801,2844.75,164.2252632,859,92.46,10.11,236580,332.46,3.48,56.0336842,2628.947368,5949.675,309.3870526,2.8215789,53.4821053,381745.2,10631,387698.75,297.02,331.2,158.07,0.005837,100.7537978,116.1,2329.911285,127.567,1282,416.224,0.047,2.1700096,100.5052,51.3785,97.0522,101.2955,96.4137,97.2006,52.72502,130.4757,80.0692,57.6,117.990232,423333333
9/1/2017,North America,16974,22509,1671208,2776.934783,153.5652174,1297,80.21,9.225,297657.6087,329.6,3.39,52.5665217,2808.695652,5817.130435,297.685587,2.8747826,49.7069565,381883.3043,10214.34783,379222.8261,281.83,314.2,163.8,0.020605,100.7053397,124.9,2366.82246,126.74,1186,415.464,0.044,2.1700096,100.3276,62.5615,96.7914,103.5254,96.4919,96.5515,60.042685,131.2455,80.122,56.6,118.143506,423333333
10/1/2017,North America,21884,23258,1347928,2623.694444,158.9705263,1109,65.51,9.1775,265794.4444,320.1,3.37,53.8326316,2678.947368,5692.638889,289.5069211,3.0789474,51.14,375819,9636.666667,360448.6111,287.25,317.9,148.46,0.027748,100.5580824,119.4,2359.309161,125.962,1150,418.01,0.044,2.3423324,100.8663,80.1085,94.7805,101.7477,97.2174,97.6001,64.826015,131.1686,81.0181,55.3,118.46218,410000000
11/1/2017,North America,21884,23258,1570643,2593.309524,151.4168182,878,56.07,8.875,325211.9048,316.92,3.48,51.4,2600,5602.261905,289.8460273,3.1022727,48.5486364,380588.5714,9175.952381,341784.5238,284.89,315.25,153.32,0.032858,100.5554659,117.6,2395.345372,125.475,1123,415.879,0.044,2.3423324,100.2678,80.1847,98.558,101.0137,97.381,93.2923,67.67089,132.6948,82.0665,55.5,117.899418,410000000
12/1/2017,North America,21884,23258,1538598,2576.833333,142.6136364,901,61.61,9.1375,272138.6364,327.46,3.52,47.5922727,2600,5726.261905,286.6816727,2.9386364,45.2077273,377246.7273,8956.428571,313317.0455,349.17,345.58,147.99,0.028801,100.7224747,117.3,2433.984309,127.142,1243,417.639,0.043,2.3423324,100.7992,65.1027,101.5099,100.9388,96.2647,94.8132,69.724885,133.7228,83.4853,56.7,117.697922,410000000
1/1/2018,North America,24242,21661,1061735,2787.880952,152.734,946,73.06,9.685,303333.3333,339.27,3.42,49.1325,2562.5,5987.761905,300.0163,2.9568,46.6855,373902.2857,9508.214286,272904.7619,314.56,334.06,164.16,0.024267,100.8892422,120,2454.102627,126.593,1207,417.908,0.043,2.4385842,100.829,63.518,97.9383,102.2601,96.7387,95.4739,68.39088,134.9464,77.2867,56.5,116.999293,500000000
2/1/2018,North America,24242,21661,1543706,2986.363636,163.0865217,1184,78.59,9.2625,271515.9091,368.97,3.17,51.9008696,2628.26087,6486.75,282.3483696,2.8743478,48.0686957,380496.8182,10874.77273,254001.1364,288.26,314.29,204.54,0.02,101.1326824,120.4,2456.221836,127.923,1163,418.181,0.044,2.4385842,100.7183,59.1406,94.7412,104.1209,96.4916,95.4485,67.262115,134.4899,79.4941,59.3,117.8015,500000000
3/1/2018,North America,24242,21661,1364940,3112.880952,179.0675,1356,63.2,9.3325,266686.9048,359.8,3.15,55.4771429,2650,6574.238095,282.4072,2.964,49.893,383424.8571,11228.33333,255619.0476,296.32,318.5,160.73,0.018598,101.2949086,120.6,2492.841694,129.8,1174,428.218,0.042,2.4385842,99.7875,62.1858,98.062,102.5426,96.8167,95.3383,72.253695,136.9548,80.352,60.2,118.549082,500000000
4/1/2018,North America,22217,19656,1522580,3263.818182,175.0531818,1522,58.36,9.4625,286881.8182,376.09,3.13,57.605,2418.181818,6804.227273,278.9527136,2.8781818,51.5718182,385240.6364,11314.09091,262464.7727,277.11,309.66,175,0.0312,101.2644834,126.2,2556.997434,130.896,1256,428.529,0.041,2.7636975,99.8547,70.1818,94.394,104.5744,97.6373,95.5652,73.1225,139.6581,80.3378,58.5,119.397605,526666667
5/1/2018,North America,22217,19656,1449370,3233.340909,182.1571429,1578,68.73,9.5825,242043.1818,364.34,3.12,62.7140909,2350,6833.613636,282.5493333,3.0119048,56.6385714,381178.9091,11991.13636,231273.8636,286.79,316.74,171.88,0.037697,101.2339454,128.6,2593.606269,134.32,1300,431.841,0.042,2.7636975,99.5965,77.048,95.2933,105.5645,96.4639,94.576,72.025185,142.7519,82.1987,58.2,120.620311,526666667
6/1/2018,North America,22217,19656,1138131,3193.894737,186.565,1366,70.78,9.3175,195644.7368,394.04,3.2,64.3855,2590,6825.710526,279.52805,2.822,57.8815,375276.9474,11481.84211,195728.9474,283.07,311.48,177.33,0.033173,101.2894937,123.1,2664.339412,137.357,1199,433.877,0.041,2.7636975,98.8782,71.8188,100.3193,105.0935,96.0398,93.5085,72.980935,144.2756,80.9937,59.3,120.607188,526666667
7/1/2018,North America,24457,22484,1366846,3441.545455,203.147619,1152,71.61,9.7325,237348.8636,394.41,3.36,69.0772727,2892.857143,7065.75,282.2427714,3.9109524,63.6985714,363388.0909,12863.40909,178801.1364,301.97,325.13,189.24,0.028967,101.3365883,124.3,2789.804028,133.87,1314,433.198,0.041,2.8218891,98.5405,63.412,94.327,108.7332,97.5595,92.2792,71.92158,143.5939,81.9643,59.1,120.831101,380000000
8/1/2018,North America,24457,22484,1448998,3528.475,185.4052632,1192,75.59,10.205,326073.75,383.06,3.57,65.3175,2950,7003.925,292.9075579,2.67,62.2294737,340661.7,13551.75,151577.5,332.7,348.75,177.46,0.036753,101.359216,130,2705.154694,136.458,1288,435.033,0.041,2.8218891,98.2012,60.2337,97.1174,109.2589,98.0442,93.5506,68.578345,146.3011,83.6668,60.8,121.225981,380000000
9/1/2018,North America,24457,22484,1564979,3266.357143,186.9761905,1055,61.49,10.1475,333533.3333,365.87,3.62,66.0166667,3192.857143,6799.380952,299.9236524,2.6928571,62.7247619,326329.4286,13372.38095,204201.1905,301.61,338.58,191.68,0.036235,101.2468702,127,2702.774289,139.794,1335,434.51,0.04,2.8218891,98.2484,63.941,96.9096,109.3381,97.9713,93.3388,64.68948,147.8483,84.6761,59.3,121.561486,380000000
10/1/2018,North America,26176,24866,1444628,3189.825,203.7190476,1341,63.32,10.1525,355731.25,381.08,3.7,71.9590476,3411.904762,6848.075,301.6084714,2.7961905,66.2538095,313303.8,13935,203796.25,342.92,358.21,205.83,0.035929,101.1287125,125.6,2653.623861,140.006,1269,436.423,0.039,3.0268395,99.5502,67.8606,99.3404,109.0514,98.8321,94.3674,65.315275,149.263,89.5703,57.3,121.239019,490000000
11/1/2018,North America,26176,24866,1452770,3062.761905,218.8045455,1090,61.57,9.96,299517.8571,389.08,3.66,76.8621739,3368.181818,6823.642857,308.7129773,2.8018182,69.9781818,304180.5714,14364.28571,233925,351.45,356.15,206.43,0.027329,101.1711043,128.8,2701.493531,142.654,1334,441.536,0.038,3.0268395,98.9793,69.9449,97.7888,105.1946,99.3946,94.2887,63.40945,150.3269,88.1296,58.7,122.390408,490000000
12/1/2018,North America,26176,24866,1459716,3086.738095,211.2047619,1385,60.44,8.385,301290.4762,369.17,3.23,74.4047619,3350,6969.785714,296.0723714,2.9647619,67.8733333,276584,15135.95238,247434.5238,329.75,323.63,208.62,0.032562,101.2760119,127.1,2754.352541,140.427,1190,439.651,0.04,3.0268395,100.566,71.58,98.6225,104.2169,99.2107,94.6031,64.33339,154.1602,88.4134,60.2,122.581307,490000000
1/1/2019,North America,29760,23882,1105776,2662.909091,210.6714286,1747,60.87,8.7875,262139.7727,350.73,3.39,74.2540909,3400,6249.681818,282.7797095,2.832381,70.9814286,262236.2727,13811.13636,244565.9091,367.27,345.09,206.05,0.037901,101.3324417,127.9,2793.644123,138.237,1195,441.541,0.039,3.0190738,101.0751,72.4214,105.2284,102.8166,99.7009,94.2754,68.30414,156.899,87.598,58.1,122.27064,423333333
2/1/2019,North America,29760,23882,1561264,2517.409091,212.4565217,1579,61.99,7.985,258442.0455,340.21,3.09,72.5282609,3217.391304,6053.340909,290.8236826,2.9617391,68.0556522,246414,13446.81818,243298.8636,362.69,333.94,205.7,0.048915,101.4263467,134.7,2857.820945,138.105,1280,440.241,0.038,3.0190738,100.9356,76.7449,98.7132,101.6783,99.2852,94.4711,81.27192,161.2358,91.629,61.3,122.513603,423333333
3/1/2019,North America,29760,23882,1366558,2440.7,222.6,1540,66.02,7.95,225875,345.63,3.02,78.891,3002.631579,6045.175,280.3242789,2.9952632,70.2321053,232912.2,12530.5,217805,337.54,322.1,213.2,0.050866,101.3434567,135.3,2901.500251,140.268,1246,441.029,0.037,3.0190738,101.8607,73.4353,98.9066,100.8428,98.7849,93.4559,85.72907,163.1155,90.6996,59.8,122.818609,423333333
4/1/2019,North America,27878,22455,1614577,2673.347826,231.3347826,1490,74.61,7.79,162857.6087,328.11,3.12,81.0321739,3032.608696,6224.76087,287.9091826,3.2752174,70.7486957,222517.3043,12330,177526.087,330.23,322.46,176.14,0.038246,101.1469773,137.9,2785.464878,141.34,1207,446.238,0.038,2.4065557,101.8329,73.1973,96.5872,101.3302,99.7523,95.4013,90.61079,163.6123,89.1269,57.7,124.063194,646666667
5/1/2019,North America,27878,22455,1437138,2594.045455,203.6047619,1231,64.71,8.42,155701.1364,333.12,3.4,64.7481818,3240.476191,6201.090909,289.1504429,4.12,56.8419048,215664,11261.59091,126620.4545,338.86,334.55,139.94,0.035819,100.9456657,136.4,2723.229515,138.516,1204,446.894,0.037,2.4065557,102.2192,76.7361,102.6654,100.4356,100.1201,94.4292,93.336465,165.3631,90.8243,59.3,123.104006,646666667
6/1/2019,North America,27878,22455,1138671,2616.81579,178.77,1271,70.58,8.44,126168.4211,319.31,3.47,56.4795,3250,6085.552632,291.41303,3.9726,49.097,209748,10835.78947,121960.5263,330.76,330.72,125.96,0.03089,100.6495697,126.6,2567.30676,136.013,1117,435.953,0.039,2.4065557,103.7121,70.7188,101.6268,99.1705,98.8593,96.3165,82.470465,168.1112,92.5386,54.1,122.200474,646666667
7/1/2019,North America,29816,23986,1366832,2568.272727,182.5666667,668,79.27,8.67,139626.1364,336.18,3.49,59.4095455,3021.428571,5942.204546,289.5477905,3.1231818,51.3757143,202497,11527.95455,121629.5455,338.95,336.05,137.51,0.031221,100.5079087,121.7,2607.390824,138.1560211,1272,443.42,0.04,2.4286176,103.6065,78.4458,94.1458,99.431,97.4746,95.7492,89.520855,168.5364,93.4806,56.6,121.283071,556666667
8/1/2019,North America,29816,23986,1385234,2705.6,192.7842105,658,81.61,8.54,141143.75,345.75,3.35,63.9605,2950,6296.325,287.5740368,2.6926316,54.9547368,199686,12676.75,91962.5,301.65,320.31,164.35,0.023071,100.3525227,131.4,2754.864638,138.3246397,1137,442.467,0.038,2.4286176,103.3501,59.4438,96.3884,98.7236,98.6071,97.581,81.44464,165.902,95.3905,54.2,121.913257,556666667
9/1/2019,North America,29816,23986,1481605,2848.095238,196.4904762,689,82.06,8.39,151650,345.47,3.31,66.1385714,3121.428571,6444.642857,276.9600238,2.9485714,58.1514286,189688.5714,13049.38095,57994.04762,298.05,311.69,186.63,0.017498,100.2282315,124.2,2803.98306,140.1320428,1203,449.925,0.038,2.4286176,104.5173,67.8047,98.1762,99.6733,99.1179,98.6581,79.05874,166.7126,96.6101,54.6,123.20271,556666667
10/1/2019,North America,32010,27200,1341936,2928.925,203.5857143,1011,87.99,7.99,196338.75,333.31,3.34,71.2319048,2947.619048,6441.05,275.3954048,2.6471429,63.862381,177462.3,12809.65,64242.5,277.48,303.58,199.93,0.006078,100.0194845,129.2,2903.800954,135.5390871,1267,452.012,0.036,2.1452331,102.3368,68.8644,91.1949,99.3732,98.0508,99.2836,71.242555,170.3926,90.7615,53.4,123.732815,566666667
11/1/2019,North America,32010,27200,1482894,2746.309524,200.8636364,1096,98.72,8.36,203365.4762,314.54,4.04,71.1726087,2668.181818,6026.380952,272.2181409,2.6390909,60.8268182,166397.1429,12030.14286,100128.5714,327.6,345.85,170.89,0.013989,99.8277521,131.3,2854.706237,138.3215873,1268,453.199,0.036,2.1452331,100.4941,70.9823,95.096,99.1897,99.4021,99.316,76.395125,170.6897,93.4136,52.3,123.834117,566666667
12/1/2019,North America,32010,27200,1421665,2605.275,181.97,1354,112.64,8.67,233892.5,320.49,4.16,64.2795,2360,5891.35,300.33364,2.3985,54.6575,165273.6,11995.25,99255,336.81,352.6,182.66,0.007366,99.6549412,124.3,2890.166221,134.768523,1235,454.256,0.037,2.1452331,101.7295,71.8004,93.3682,98.038,99.3181,98.4926,75.863305,172.6232,93.0577,51.6,122.858411,566666667
1/1/2020,North America,30184,25515,1188539,2444.630435,188.9409091,1868,117.05,8.57,289706.5217,322.37,3.98,63.9191304,2222.727273,5941.086957,292.3290864,2.3627273,57.3445455,150029.7391,13496.73913,81273.91304,310.54,330.92,183.78,6.60E-05,99.4480351,135.8,2996.113829,136.6956379,1212,457.485,0.037,1.9214444,102.4387,71.4406,93.9314,98.9345,97.6808,98.4394,70.32481,169.2434,91.9077,51.3,122.745858,830000000
2/1/2020,North America,30184,25515,1477791,2277.976191,179.4959091,2378,87.77,8.39,307129.7619,317.54,3.52,59.0418182,2363.636364,5716.809524,271.5539182,2.2209091,54.8059091,146926,15736.42857,73084.52381,294,313.37,162.6,0.000441,99.1878512,134.2,2897.467953,136.5699952,1377,459.938,0.037,1.9214444,102.1926,84.1985,95.9851,98.0289,97.6126,98.9899,73.941195,174.6833,93.956,48.8,122.600271,830000000
3/1/2020,North America,30184,25515,1331480,2328,192.465,1823,92.98,8.81,294513.0952,319.66,3.74,62.8266667,2160,5758.452381,270.41062,2.559,56.947,157137.4286,17676.19048,64003.57143,313.06,329.91,162.27,-0.00431,98.9908807,126.3,2982.155032,135.3860689,1274,457.277,0.035,1.9214444,102.752,76.2148,91.7199,97.7338,98.2893,97.7816,71.35576,176.7626,91.3597,48.2,122.520447,830000000
